x,y
89653.91137490266,43131.23972761523
89653.98482010097,43131.182268657336
89653.94572728852,43130.03656794865
89653.71330359738,43128.71693371648
89653.40407808028,43127.927758604535
89653.23296737572,43127.57694055721
89652.41765217544,43126.54793927703
89652.636884113,43126.74377588228
89651.10277466601,43125.139594667715
89650.15331630375,43124.43588453795
89649.69475327952,43124.3354129392
89648.59201638636,43124.172251129574
89648.90183498221,43124.2121220235
89648.23493514807,43124.17302798303
89647.5383540971,43124.39937648844
89644.77356454975,43125.09652702479
89646.70216164405,43124.51934866121
89641.71774500083,43125.97546813084
89643.47709368168,43125.08761047749
89644.65415899281,43125.26229668279
89640.21322226342,43125.919236036854
89641.67102830224,43125.62842088981
89639.62255331053,43126.32159376674
89639.23917301458,43126.461580942865
89638.3008693531,43126.80848374121
89637.5695590831,43127.50486152747
89637.06492813186,43127.93125978098
89635.86868384838,43129.79053671383
89636.82659704285,43128.17688830912
89634.82163225347,43131.43960193168
89635.29826584361,43130.55742329377
89634.95533457704,43131.182800930605
89632.98245385858,43134.05847450528
89634.29574452198,43132.15535365621
89633.34831119904,43133.555700332756
89631.60405709158,43136.41769295361
89632.85952475164,43134.270069543396
89631.92052541678,43135.850475157014
89629.88224389045,43139.2181443146
89630.83567767327,43137.51869712413
89631.31280735988,43136.77824702061
89629.60202555866,43139.576212398766
89628.59068411533,43141.19810612606
89626.82220107778,43143.91214355831
89629.24831183859,43140.034060666665
89629.65735754391,43139.406628982855
89627.23708973192,43143.26254661176
89625.6835289055,43145.685693769665
89627.0735946193,43143.381269998965
89626.35624653037,43144.5722846297
89624.32728047807,43147.90596379387
89625.05526500297,43146.695717219314
89625.32435540808,43146.22574250684
89623.17741513891,43149.71030565552
89622.88913779904,43150.122152570286
89624.09072258971,43148.11133606234
89622.36426333002,43150.982430667056
89620.9087643557,43153.360943558946
89622.29381257793,43150.98333923649
89621.73753170154,43151.9899477641
89619.83576060944,43154.98061217594
89620.75912642347,43153.47482276668
89618.82814400335,43156.60090536921
89619.4950842387,43155.5119370224
89619.14016892284,43156.03687759197
89617.34863052206,43158.88502648072
89618.50721816851,43156.96889516169
89616.97061225532,43159.46270568007
89616.82281830681,43159.71049054405
89616.29489354088,43160.6269041607
89616.11218032138,43161.48445596754
89616.19156302397,43161.88301349724
89616.79266441498,43162.97463362432
89616.91675299036,43163.07365021526
89618.12632201343,43163.356217111716
89618.89728945233,43162.898127569795
89619.42281903158,43162.236119356305
89619.94538137809,43161.27778546578
89620.3217247779,43160.58591539289
89621.44268296126,43158.79667562437
89620.01524570078,43161.28786803475
89621.18652515687,43159.228102637135
89622.78028410795,43156.6939294121
89621.52245818143,43158.77416443721
89623.08877807391,43156.221945007834
89623.30950492492,43155.959388184645
89623.75523443572,43155.27130930953
89625.11527692943,43153.114643875255
89623.92014069148,43155.0995484206
89625.74476311762,43152.124069820835
89625.19467345538,43153.10251289985
89626.81425693678,43150.428305863614
89626.62426062049,43150.727243076995
89626.69303941895,43150.655617965225
89628.33976412269,43147.88640309338
89627.34142461068,43149.62941323247
89629.12938223335,43146.56402734333
89628.3704675518,43147.960818729036
89629.97553673395,43145.229804542716
89629.47334113499,43146.11244946948
89631.3290916288,43143.199689024266
89630.1254730003,43145.12535630959
89631.48522708601,43142.96044231996
89631.49845132488,43143.01504850241
89632.6949841188,43140.774862782375
89632.56866959654,43141.13733211405
89632.91225170856,43140.58099570294
89633.69436151009,43139.42072421405
89634.46047839084,43138.20504973022
89635.227970371,43137.0168918225
89634.18963109712,43138.69330516359
89636.17963281114,43135.66107190902
89636.64554582926,43135.029813695524
89635.62283817257,43136.47388649275
89637.68560486546,43133.7846502803
89638.21541346348,43133.3449745864
89637.98811413243,43133.58878232415
89638.91065141784,43132.996325700486
89640.93685647495,43132.15478186282
89640.2649479409,43132.37358694419
89642.40909516219,43132.051502759765
89642.08067550985,43132.0467126287
89644.52296100244,43132.28491878289
89642.57334002345,43132.00773324275
89646.59846380069,43132.823609712774
89644.54276796606,43132.276763735565
89648.70888391412,43133.90708068724
89647.22580225719,43133.55167579414
89647.3359606751,43133.186444236395
89649.75660879709,43135.40490942275
89648.54291371856,43134.27820977598
89650.73060999045,43136.9906609587
89649.7862978859,43135.37361865003
89651.40393383629,43138.982291773835
89650.66896702825,43136.90579931559
89651.70861980865,43141.0769150663
89651.2293839582,43139.83721019783
89651.56707507522,43139.95909391473
89651.36156483003,43142.10415143563
89650.91420895312,43144.103029363345
89651.19397440474,43142.71540747536
89649.9672904091,43145.386293981675
89650.90749358518,43143.578152913426
89649.09917719649,43146.64604410014
89649.48272299772,43146.03243167422
89648.29728462745,43148.10801656201
89649.0345061745,43146.54809105522
89647.21720055008,43149.87631000699
89648.11560035622,43148.322417099036
89646.16514097482,43151.5723370834
89647.25582576549,43149.65604883805
89645.17420926258,43153.30572830751
89646.09601218755,43151.59890240481
89644.57695397735,43154.33098629678
89644.14616884377,43154.59846862983
89644.9840659885,43153.45234815709
89642.90820709671,43156.518131317825
89643.73359315233,43155.16175285706
89641.8395617006,43158.23433771974
89642.22988529477,43157.528431434854
89642.28096068605,43157.4698756708
89640.54250195989,43160.21138088577
89641.1742953157,43159.18039464685
89639.44149226377,43161.92010399873
89639.9323515799,43161.05667811807
89639.87213361076,43161.16749252613
89637.88073530547,43164.306105732874
89639.0396729787,43162.41939643358
89637.3694401212,43165.06361516234
89637.21781534776,43165.24548133684
89637.2378996536,43165.21347098364
89635.12672233806,43168.43200823174
89634.58640890179,43169.33154831433
89636.3574108678,43166.47467419729
89636.1160361697,43167.17405042201
89633.83718865746,43170.065317210974
89634.17539599651,43169.678472643944
89633.44250744749,43170.52359611669
89632.46001079775,43171.89401816088
89631.99442650191,43172.741691418516
89632.17500193485,43172.263426648955
89631.49151046069,43173.53483629415
89630.87152293071,43174.744582458115
89629.97227559974,43175.86131719514
89629.6843315294,43176.050289786974
89629.75992394827,43176.016873570676
89629.09956015405,43176.56141627146
89628.02747333772,43176.68808824908
89625.87487764472,43176.761620119636
89626.19804824366,43176.71002248801
89625.12211615467,43176.913221799296
89624.1529266396,43177.43334262266
89623.80202768058,43177.7359102482
89623.29999467793,43178.3637076123
89622.95287420486,43179.31712628774
89622.9120791974,43179.21863525522
89622.93565321856,43180.41839136056
89623.11976028557,43181.15621068088
89623.59686811404,43181.96519281978
89624.32255638708,43182.48863150117
89625.00478188912,43182.89604063934
89626.39944609863,43183.74144529123
89627.23187817022,43184.29835311933
89627.76920161562,43184.78021386148
89628.02326827683,43185.00994311024
89628.43767617307,43185.261089405314
89629.82774804537,43185.409977574775
89629.93178485805,43185.45222176373
89630.92101587154,43184.98014927302
89631.63857783661,43184.03685861064
89632.06623667244,43183.12679007323
89632.45327996237,43182.32088081132
89632.7319231982,43181.72809238149
89633.1111994012,43180.99677419306
89633.22117225501,43180.81479239704
89633.45580069194,43180.49370082809
89635.03041568598,43178.7418317455
89635.26047160216,43178.56677011148
89635.96060486282,43178.04080388006
89636.67145277536,43177.627303056994
89636.24360313959,43177.85296624658
89638.24907632159,43177.22741933907
89639.86478747404,43176.80805231112
89638.72856597298,43177.113315487
89641.56834403059,43176.9408464739
89641.2251574412,43176.89198093949
89641.99880095996,43177.0047979503
89643.8811724248,43177.23614793172
89642.92701955672,43177.033588383514
89645.82640427428,43177.559596523584
89645.14156373638,43177.46391863134
89646.65030382852,43177.84837959812
89647.5433408496,43178.03359897369
89648.00754833323,43178.207684686946
89649.86917560104,43178.78466321401
89649.81382309634,43178.84447013134
89649.94382424498,43178.941182412724
89652.3848563377,43180.21461491219
89651.83533823707,43179.835491612765
89653.05279875525,43180.77595130267
89653.66948702917,43181.30288504428
89653.42860731314,43181.10495620587
89655.21450132746,43182.4568382581
89656.07893296918,43183.20149505568
89656.79801989633,43183.80512505919
89656.86210152756,43183.769328524366
89657.83729105291,43184.30876747747
89657.95075210567,43184.36773081555
89659.18934934266,43183.98150987433
89659.44387629486,43183.85585303577
89659.87937221724,43183.37154836524
89660.18822984851,43181.996087091
89660.02289011865,43181.175143655004
89659.8243703405,43180.7569038631
89659.40039689606,43180.41254402045
89658.12465710391,43179.775458952696
89657.15963427788,43179.26498370948
89656.40759238979,43178.85575876319
89656.10385946637,43178.66135844581
89655.8640818124,43178.47331053077
89655.11468710001,43177.95389048061
89653.01819063534,43176.84666097193
89654.08501695495,43177.26054856
89652.13433425708,43176.58967912735
89650.90574413532,43176.36296024265
89650.63358621499,43176.32377585708
89650.73747617539,43176.28703301966
89648.52301334226,43176.12105121979
89647.57581726127,43176.045483764225
89648.22729260844,43176.05091797211
89645.61990970313,43175.864652750955
89645.48559838992,43175.80399957047
89645.42198305145,43175.7639065605
89644.57364487089,43175.397034856
89643.81363791817,43174.850681402495
89641.944492893,43173.05746179997
89642.46363029919,43173.52160606516
89642.21087415468,43173.38630992288
89640.82896605114,43170.212576364196
89641.43990598316,43171.86899030599
89640.9810023394,43170.74230137806
89640.74173746958,43169.565426306566
89640.5039073087,43167.65738071628
89640.55341514974,43167.10596212117
89640.56956821521,43167.69021424394
89641.06815602651,43164.92930955496
89640.9427942824,43165.40637168811
89641.13768764886,43164.84696280631
89641.49628241365,43164.044087128415
89642.15272030969,43162.952973665706
89643.18448574113,43161.52778627164
89643.45876027022,43161.301171700085
89643.6871456861,43161.26368282689
89645.06693923274,43160.3084873387
89648.45983484019,43158.75065424769
89648.6307773409,43158.89816320753
89645.55333003178,43160.24650297083
89644.96484913332,43160.4671276081
89648.12931590469,43159.08881698839
89651.60868322449,43157.53936501447
89652.50105151573,43157.0438581595
89649.50838028564,43158.52061781387
89650.17773396827,43158.150037311185
89654.09407857888,43156.432402824976
89654.85050852093,43156.22982100867
89652.8147753591,43156.97156237002
89656.21079759179,43155.781291682855
89656.41642775328,43155.816869220645
89656.70970182659,43155.659380928664
89659.34249210353,43155.42745108016
89657.83087741688,43155.494790552235
89660.90801913594,43155.74850813951
89660.21019762562,43155.60452756588
89662.30929886451,43156.269951948394
89661.98553936723,43156.14328930026
89663.64820285019,43156.98007446561
89663.78147484483,43157.03750662798
89664.79302637935,43157.979071369016
89665.04486890884,43158.14655489671
89666.54865563783,43160.07178527803
89665.38032008901,43158.505516707366
89667.15709804061,43161.45760915845
89666.51997098015,43160.01169455239
89667.28759583663,43162.11503115289
89667.49592798695,43162.98122367639
89667.51073083733,43163.73622338151
89667.46717335009,43164.22699322016
89667.30643310404,43165.03597288727
89667.26434634026,43166.27604844855
89667.24611859767,43166.55812522593
89668.10783288964,43167.638761030845
89668.606737966,43167.78216214181
89669.06948856586,43167.89042084453
89670.03490234732,43167.87780039456
89670.92368866804,43167.30241998236
89671.18056776134,43167.03167800291
89671.7797039301,43165.747169428636
89671.94294168477,43165.087308257964
89672.4744531879,43164.16905760878
89673.12714290596,43163.116872690734
89672.50808817681,43164.16361212477
89673.73447162143,43162.29258757367
89674.6117083608,43160.81781603921
89673.96521339449,43162.014852424196
89675.3906442201,43159.692697731276
89675.55169880696,43159.447321471525
89675.86090258035,43159.089242588474
89676.28424442677,43158.51220151384
89677.13506175582,43157.10343492978
89677.31595822444,43156.417368495204
89677.24439318701,43156.040435397845
89677.09714980985,43155.36753926948
89676.85993478973,43154.815475469986
89675.72793886144,43153.60407125336
89675.05981366025,43153.300802074446
89674.1623729623,43152.771954413896
89673.70489372897,43152.44976956498
89674.10372817179,43152.659959781835
89672.5080181574,43151.528453602376
89671.04901881359,43150.8252877923
89672.0187064136,43151.16123493828
89670.37830477436,43150.57458190145
89668.69847555998,43150.11223793006
89668.46251243589,43150.09703997888
89668.6532214521,43150.02669534441
89666.71719706053,43150.35017569977
89665.50179575715,43150.65679412373
89665.1765677807,43150.72458185984
89664.69140903675,43150.83341692631
89664.44672768658,43150.898229182625
89663.20592367051,43151.16565322126
89661.75320265107,43151.2939000794
89660.36542399268,43151.0830748063
89660.24029421361,43150.985293993625
89660.35055168663,43150.96753199541
89657.84293285332,43149.532341332386
89658.9719867651,43150.156673824735
89656.38887756482,43148.56611008195
89657.62431468932,43149.29555908556
89655.16446230485,43147.472078979
89656.1787127734,43148.4161307113
89654.77139003227,43146.73809031258
89654.11910402535,43145.581434841144
89653.84893116988,43145.01047056412
89653.99561566258,43145.52403602058
89653.2381660144,43142.70053313126
89653.44699260668,43143.59718103387
89653.32454222387,43141.95112479788
89653.41465987364,43140.382823080436
89653.46382170636,43140.44064525774
89653.47624672759,43140.00810746713
89653.56106884149,43138.38661310129
89653.61230184956,43137.336094038124
89653.63510859568,43137.3825498408
89653.71986864276,43135.27740488273
89653.7510634512,43135.440739247184
89653.78604502526,43134.260656061204
89653.85092420303,43132.714789788006
89653.86977018148,43132.87867645951
89653.94657094861,43132.296825889105
